,school_code,level_1,module_name,duration_weeks,event
1905,4221094.0,1,Basic_Astronomy,0.0,1
1906,4221094.0,2,English_Beginner,0.0,1
1907,4221094.0,3,English_Elementary,0.0,1
1908,4221094.0,4,Geometric_Reasoning_Part_I,0.0,1
1909,4221094.0,5,Geometric_Reasoning_Part_II,0.0,1
1910,4221094.0,6,Linear_Equations,0.0,1
1913,4221094.0,9,Sound,0.0,1
1914,4221094.0,10,Understanding_Motion,0.0,1
1915,4221095.0,0,Atomic_Structure,0.0,1
1916,4221095.0,1,Basic_Astronomy,0.0,1
1917,4221095.0,2,English_Beginner,0.0,1
1918,4221095.0,3,English_Elementary,0.0,1
1919,4221095.0,4,Geometric_Reasoning_Part_I,0.0,1
1920,4221095.0,5,Geometric_Reasoning_Part_II,0.0,1
1921,4221095.0,6,Linear_Equations,0.0,1
1924,4221095.0,9,Sound,0.0,1
1925,4221095.0,10,Understanding_Motion,0.0,1
1926,4231023.0,0,Atomic_Structure,1.0,1
1927,4231023.0,1,Basic_Astronomy,0.0,1
1928,4231023.0,2,Ecosystem,3.0,1
1929,4231023.0,3,English_Beginner,8.0,1
1930,4231023.0,4,English_Elementary,8.0,1
1931,4231023.0,5,Geometric_Reasoning_Part_I,0.0,1
1932,4231023.0,6,Geometric_Reasoning_Part_II,0.0,1
1933,4231023.0,7,Health_and_Disease,0.0,1
1936,4231023.0,10,Proportional_Reasoning,2.0,1
1937,4231023.0,11,Reflecting_on_Values,2.0,1
1938,4231023.0,12,Sound,7.0,1
1939,4231023.0,13,Understanding_Motion,7.0,1
1940,4231027.0,0,Atomic_Structure,0.0,1
1941,4231027.0,1,Basic_Astronomy,0.0,1
1942,4231027.0,2,English_Beginner,0.0,1
1943,4231027.0,3,English_Elementary,0.0,1
1944,4231027.0,4,Geometric_Reasoning_Part_I,0.0,1
1945,4231027.0,5,Geometric_Reasoning_Part_II,0.0,1
1946,4231027.0,6,Linear_Equations,0.0,1
1949,4231027.0,9,Sound,0.0,1
1950,4231027.0,10,Understanding_Motion,0.0,1
1951,4231029.0,0,Atomic_Structure,8.0,1
1952,4231029.0,1,Basic_Astronomy,24.0,1
1953,4231029.0,2,Ecosystem,2.0,1
1954,4231029.0,3,English_Beginner,25.0,1
1955,4231029.0,4,English_Elementary,24.0,1
1956,4231029.0,5,Geometric_Reasoning_Part_I,25.0,1
1957,4231029.0,6,Geometric_Reasoning_Part_II,24.0,1
1958,4231029.0,7,Health_and_Disease,16.0,1
1959,4231029.0,8,Linear_Equations,0.0,1
1962,4231029.0,11,Proportional_Reasoning,17.0,1
1963,4231029.0,12,Reflecting_on_Values,0.0,1
1964,4231029.0,13,Sound,26.0,1
1965,4231029.0,14,Understanding_Motion,25.0,1
1966,4231036.0,0,Atomic_Structure,22.0,1
1967,4231036.0,1,Basic_Astronomy,20.0,1
1968,4231036.0,2,Ecosystem,22.0,1
1969,4231036.0,3,English_Beginner,23.0,1
1970,4231036.0,4,English_Elementary,23.0,1
1971,4231036.0,5,Geometric_Reasoning_Part_I,23.0,1
1972,4231036.0,6,Geometric_Reasoning_Part_II,22.0,1
1973,4231036.0,7,Health_and_Disease,22.0,1
1974,4231036.0,8,Linear_Equations,22.0,1
1976,4231036.0,10,Proportional_Reasoning,23.0,1
1977,4231036.0,11,Reflecting_on_Values,23.0,1
1978,4231036.0,12,Sound,22.0,1
1979,4231036.0,13,Understanding_Motion,22.0,1
1980,4231043.0,0,Atomic_Structure,7.0,1
1981,4231043.0,1,Basic_Astronomy,7.0,1
1982,4231043.0,2,Ecosystem,0.0,1
1983,4231043.0,3,English_Beginner,0.0,1
1984,4231043.0,4,English_Elementary,0.0,1
1985,4231043.0,5,Geometric_Reasoning_Part_I,7.0,1
1986,4231043.0,6,Geometric_Reasoning_Part_II,0.0,1
1987,4231043.0,7,Health_and_Disease,0.0,1
1988,4231043.0,8,Linear_Equations,0.0,1
1990,4231043.0,10,Proportional_Reasoning,0.0,1
1991,4231043.0,11,Reflecting_on_Values,0.0,1
1992,4231043.0,12,Sound,0.0,1
1993,4231046.0,0,Atomic_Structure,13.0,1
1994,4231046.0,1,Basic_Astronomy,0.0,1
1995,4231046.0,2,Ecosystem,12.0,1
1996,4231046.0,3,English_Beginner,16.0,1
1997,4231046.0,4,English_Elementary,16.0,1
1998,4231046.0,5,Geometric_Reasoning_Part_I,0.0,1
1999,4231046.0,6,Geometric_Reasoning_Part_II,16.0,1
2000,4231046.0,7,Health_and_Disease,0.0,1
2001,4231046.0,8,Linear_Equations,16.0,1
2004,4231046.0,11,Proportional_Reasoning,0.0,1
2005,4231046.0,12,Reflecting_on_Values,0.0,1
2006,4231046.0,13,Sound,16.0,1
2007,4231046.0,14,Understanding_Motion,17.0,1
2008,4231047.0,0,Atomic_Structure,0.0,1
2009,4231047.0,1,Basic_Astronomy,0.0,1
2010,4231047.0,2,English_Beginner,0.0,1
2011,4231047.0,3,English_Elementary,0.0,1
2012,4231047.0,4,Geometric_Reasoning_Part_I,0.0,1
2013,4231047.0,5,Geometric_Reasoning_Part_II,0.0,1
2014,4231047.0,6,Linear_Equations,0.0,1
2017,4231047.0,9,Sound,0.0,1
2018,4231047.0,10,Understanding_Motion,0.0,1
2019,4231050.0,0,Atomic_Structure,0.0,1
2020,4231050.0,1,Basic_Astronomy,0.0,1
2021,4231050.0,2,English_Beginner,0.0,1
2022,4231050.0,3,English_Elementary,0.0,1
2023,4231050.0,4,Geometric_Reasoning_Part_I,0.0,1
2024,4231050.0,5,Geometric_Reasoning_Part_II,0.0,1
2025,4231050.0,6,Linear_Equations,0.0,1
2028,4231050.0,9,Sound,0.0,1
2029,4231050.0,10,Understanding_Motion,0.0,1
2030,4231051.0,0,Atomic_Structure,4.0,1
2031,4231051.0,1,Basic_Astronomy,0.0,1
2032,4231051.0,2,Ecosystem,0.0,1
2033,4231051.0,3,English_Beginner,4.0,1
2034,4231051.0,4,English_Elementary,4.0,1
2035,4231051.0,5,Geometric_Reasoning_Part_I,0.0,1
2036,4231051.0,6,Geometric_Reasoning_Part_II,0.0,1
2037,4231051.0,7,Linear_Equations,0.0,1
2040,4231051.0,10,Proportional_Reasoning,0.0,1
2041,4231051.0,11,Reflecting_on_Values,0.0,1
2042,4231051.0,12,Sound,0.0,1
2043,4231051.0,13,Understanding_Motion,0.0,1
2044,4231057.0,0,Atomic_Structure,0.0,1
2045,4231057.0,1,Basic_Astronomy,0.0,1
2046,4231057.0,2,English_Beginner,0.0,1
2047,4231057.0,3,English_Elementary,0.0,1
2048,4231057.0,4,Geometric_Reasoning_Part_I,0.0,1
2049,4231057.0,5,Geometric_Reasoning_Part_II,0.0,1
2050,4231057.0,6,Linear_Equations,0.0,1
2053,4231057.0,9,Sound,0.0,1
2054,4231057.0,10,Understanding_Motion,0.0,1
2055,4231058.0,0,Atomic_Structure,0.0,1
2056,4231058.0,1,Basic_Astronomy,0.0,1
2057,4231058.0,2,English_Beginner,0.0,1
2058,4231058.0,3,English_Elementary,0.0,1
2059,4231058.0,4,Geometric_Reasoning_Part_I,0.0,1
2060,4231058.0,5,Geometric_Reasoning_Part_II,0.0,1
2061,4231058.0,6,Linear_Equations,0.0,1
2064,4231058.0,9,Sound,0.0,1
2065,4231058.0,10,Understanding_Motion,0.0,1
2066,4231078.0,0,Linear_Equations,0.0,1
2067,4231084.0,0,Atomic_Structure,24.0,1
2068,4231084.0,1,Basic_Astronomy,0.0,1
2069,4231084.0,2,Ecosystem,23.0,1
2070,4231084.0,3,English_Beginner,24.0,1
2071,4231084.0,4,English_Elementary,11.0,1
2072,4231084.0,5,Geometric_Reasoning_Part_I,24.0,1
2073,4231084.0,6,Geometric_Reasoning_Part_II,24.0,1
2074,4231084.0,7,Linear_Equations,24.0,1
2077,4231084.0,10,Sound,24.0,1
2078,4231084.0,11,Understanding_Motion,24.0,1
