,activities_visited,buddy_userids,enrollment_status,grade,lessons_visited,module_name,percentage_activities_visited,percentage_lessons_visited,school_code,school_name,server_id,state_code,timestamp,total_activities,total_lessons,unit_name,user_id,username
7740,6.0,[],Yes,,0.0,[u'Sound'],10.714285714285714,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085709.0,black-butterfly-tg234
7741,6.0,[],Yes,,0.0,[u'Sound'],10.714285714285714,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085709.0,black-butterfly-tg234
7742,10.0,[],Yes,,1.0,[u'Sound'],17.857142857142858,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085709.0,black-butterfly-tg234
7743,10.0,[],Yes,,1.0,[u'Sound'],17.857142857142858,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085709.0,black-butterfly-tg234
7744,11.0,[],Yes,,2.0,[u'Sound'],19.642857142857142,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085709.0,black-butterfly-tg234
7745,11.0,[],Yes,,2.0,[u'Sound'],19.642857142857142,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085709.0,black-butterfly-tg234
7746,13.0,[],Yes,,3.0,[u'Sound'],23.214285714285715,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-13 12:40:00,56.0,10.0,sound,1085709.0,black-butterfly-tg234
7747,5.0,[],Yes,,0.0,[u'Sound'],8.928571428571429,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-20 21:13:00,56.0,10.0,sound,1085710.0,black-camel-tg234
7748,5.0,[],Yes,,0.0,[u'Sound'],8.928571428571429,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-20 21:13:00,56.0,10.0,sound,1085710.0,black-camel-tg234
7749,8.0,[],Yes,,3.0,[u'Sound'],14.285714285714285,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-21 22:15:00,56.0,10.0,sound,1085710.0,black-camel-tg234
7750,8.0,[],Yes,,3.0,[u'Sound'],14.285714285714285,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-21 22:15:00,56.0,10.0,sound,1085710.0,black-camel-tg234
7751,34.0,[],Yes,,7.0,[u'Sound'],60.71428571428571,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085710.0,black-camel-tg234
7752,34.0,[],Yes,,7.0,[u'Sound'],60.71428571428571,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085710.0,black-camel-tg234
7753,37.0,[],Yes,,7.0,[u'Sound'],66.07142857142857,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085710.0,black-camel-tg234
7754,37.0,[],Yes,,7.0,[u'Sound'],66.07142857142857,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085710.0,black-camel-tg234
7755,40.0,[],Yes,,7.0,[u'Sound'],71.42857142857143,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-01-08 12:33:00,56.0,10.0,sound,1085710.0,black-camel-tg234
7756,42.0,[],Yes,Choose Class / Grade,7.0,[u'Sound'],75.0,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-01-30 11:36:00,56.0,10.0,sound,1085710.0,black-camel-tg234
7757,14.0,[],Yes,,2.0,[u'Sound'],25.0,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-13 12:40:00,56.0,10.0,sound,1085711.0,black-cat-tg234
7758,17.0,[],Yes,,2.0,[u'Sound'],30.357142857142854,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 13:38:00,56.0,10.0,sound,1085711.0,black-cat-tg234
7759,13.0,[],Yes,,2.0,[u'Sound'],23.214285714285715,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085712.0,black-cheetah-tg234
7760,13.0,[],Yes,,2.0,[u'Sound'],23.214285714285715,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085712.0,black-cheetah-tg234
7761,15.0,[],Yes,Choose Class / Grade,3.0,[u'Sound'],26.785714285714285,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-01-30 11:36:00,56.0,10.0,sound,1085712.0,black-cheetah-tg234
7762,13.0,[],No,Choose Class / Grade,2.0,[u'Sound'],23.214285714285715,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 12:39:00,56.0,10.0,sound,1085713.0,black-cobra-tg234
7763,21.0,[],Yes,Choose Class / Grade,5.0,[u'Sound'],37.5,50.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 13:38:00,56.0,10.0,sound,1085713.0,black-cobra-tg234
7764,9.0,[],No,,2.0,[u'Sound'],16.071428571428573,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 12:39:00,56.0,10.0,sound,1085714.0,black-crab-tg234
7765,21.0,[],Yes,,4.0,[u'Sound'],37.5,40.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 13:38:00,56.0,10.0,sound,1085714.0,black-crab-tg234
7766,7.0,[],No,,1.0,[u'Sound'],12.5,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-23 18:15:00,56.0,10.0,sound,1085719.0,black-dragon-tg234
7767,7.0,[],No,,1.0,[u'Sound'],12.5,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-23 18:15:00,56.0,10.0,sound,1085719.0,black-dragon-tg234
7768,8.0,[],Yes,,2.0,[u'Sound'],14.285714285714285,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-23 19:16:00,56.0,10.0,sound,1085719.0,black-dragon-tg234
7769,8.0,[],Yes,,2.0,[u'Sound'],14.285714285714285,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-23 19:16:00,56.0,10.0,sound,1085719.0,black-dragon-tg234
7770,13.0,[],Yes,,3.0,[u'Sound'],23.214285714285715,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085719.0,black-dragon-tg234
7771,13.0,[],Yes,,3.0,[u'Sound'],23.214285714285715,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085719.0,black-dragon-tg234
7772,15.0,[],Yes,,4.0,[u'Sound'],26.785714285714285,40.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-01-08 12:33:00,56.0,10.0,sound,1085719.0,black-dragon-tg234
7773,20.0,[],Yes,Grade 8,5.0,[u'Sound'],35.714285714285715,50.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-13 12:40:00,56.0,10.0,sound,1085719.0,black-dragon-tg234
7774,21.0,[],Yes,Grade 8,6.0,[u'Sound'],37.5,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 12:39:00,56.0,10.0,sound,1085719.0,black-dragon-tg234
7775,22.0,[],Yes,Grade 8,6.0,[u'Sound'],39.285714285714285,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 13:38:00,56.0,10.0,sound,1085719.0,black-dragon-tg234
7776,23.0,[],Yes,Grade 8,6.0,[u'Sound'],41.07142857142857,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 14:42:00,56.0,10.0,sound,1085719.0,black-dragon-tg234
7777,2.0,[],Yes,,0.0,[u'Sound'],3.571428571428571,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-20 21:13:00,56.0,10.0,sound,1085720.0,black-duck-tg234
7778,2.0,[],Yes,,0.0,[u'Sound'],3.571428571428571,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-20 21:13:00,56.0,10.0,sound,1085720.0,black-duck-tg234
7779,17.0,[],Yes,,6.0,[u'Sound'],30.357142857142854,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085720.0,black-duck-tg234
7780,17.0,[],Yes,,6.0,[u'Sound'],30.357142857142854,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085720.0,black-duck-tg234
7781,31.0,[],Yes,Grade 8,9.0,[u'Sound'],55.35714285714286,90.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-01-30 11:36:00,56.0,10.0,sound,1085720.0,black-duck-tg234
7782,25.0,[],Yes,,6.0,[u'Sound'],44.64285714285715,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085721.0,black-eagle-tg234
7783,25.0,[],Yes,,6.0,[u'Sound'],44.64285714285715,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085721.0,black-eagle-tg234
7784,27.0,[],Yes,,8.0,[u'Sound'],48.214285714285715,80.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-01-08 12:33:00,56.0,10.0,sound,1085721.0,black-eagle-tg234
7785,18.0,[],Yes,,3.0,[u'Sound'],32.142857142857146,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-23 18:15:00,56.0,10.0,sound,1085722.0,black-elephant-tg234
7786,18.0,[],Yes,,3.0,[u'Sound'],32.142857142857146,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-23 18:15:00,56.0,10.0,sound,1085722.0,black-elephant-tg234
7787,33.0,[],Yes,,8.0,[u'Sound'],58.92857142857143,80.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085722.0,black-elephant-tg234
7788,33.0,[],Yes,,8.0,[u'Sound'],58.92857142857143,80.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085722.0,black-elephant-tg234
7789,0.0,[],No,,0.0,[u'Sound'],0.0,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-01-22 14:35:00,56.0,10.0,sound,1085723.0,black-flamingo-tg234
7790,12.0,[],Yes,,2.0,[u'Sound'],21.428571428571427,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-13 12:40:00,56.0,10.0,sound,1085723.0,black-flamingo-tg234
7791,10.0,[1085727],No,Choose Class / Grade,3.0,[u'Sound'],17.857142857142858,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 12:39:00,56.0,10.0,sound,1085724.0,black-fox-tg234
7792,20.0,[],Yes,Choose Class / Grade,5.0,[u'Sound'],35.714285714285715,50.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 13:38:00,56.0,10.0,sound,1085724.0,black-fox-tg234
7793,10.0,[],Yes,,2.0,[u'Sound'],17.857142857142858,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085725.0,black-frog-tg234
7794,10.0,[],Yes,,2.0,[u'Sound'],17.857142857142858,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085725.0,black-frog-tg234
7795,14.0,[],Yes,,3.0,[u'Sound'],25.0,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085725.0,black-frog-tg234
7796,14.0,[],Yes,,3.0,[u'Sound'],25.0,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085725.0,black-frog-tg234
7797,20.0,[],Yes,Choose Class / Grade,4.0,[u'Sound'],35.714285714285715,40.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-13 12:40:00,56.0,10.0,sound,1085725.0,black-frog-tg234
7798,27.0,[],Yes,Choose Class / Grade,8.0,[u'Sound'],48.214285714285715,80.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 13:38:00,56.0,10.0,sound,1085725.0,black-frog-tg234
7799,13.0,"[1085719, 1085838]",No,,2.0,[u'Sound'],23.214285714285715,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-23 18:15:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7800,13.0,"[1085719, 1085838]",No,,2.0,[u'Sound'],23.214285714285715,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-23 18:15:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7801,14.0,[],Yes,,3.0,[u'Sound'],25.0,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-23 19:16:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7802,14.0,[],Yes,,3.0,[u'Sound'],25.0,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-23 19:16:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7803,18.0,[],Yes,,5.0,[u'Sound'],32.142857142857146,50.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7804,18.0,[],Yes,,5.0,[u'Sound'],32.142857142857146,50.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7805,23.0,[],Yes,,6.0,[u'Sound'],41.07142857142857,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7806,23.0,[],Yes,,6.0,[u'Sound'],41.07142857142857,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7807,24.0,[],Yes,,7.0,[u'Sound'],42.857142857142854,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7808,24.0,[],Yes,,7.0,[u'Sound'],42.857142857142854,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7809,32.0,[],Yes,Grade 8,7.0,[u'Sound'],57.14285714285714,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-01-30 11:36:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7810,34.0,[],Yes,Grade 8,8.0,[u'Sound'],60.71428571428571,80.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-13 12:40:00,56.0,10.0,sound,1085727.0,black-goat-tg234
7811,2.0,[],Yes,,0.0,[u'Sound'],3.571428571428571,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085729.0,black-grasshopper-tg234
7812,2.0,[],Yes,,0.0,[u'Sound'],3.571428571428571,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085729.0,black-grasshopper-tg234
7813,18.0,[],Yes,,3.0,[u'Sound'],32.142857142857146,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085729.0,black-grasshopper-tg234
7814,18.0,[],Yes,,3.0,[u'Sound'],32.142857142857146,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085729.0,black-grasshopper-tg234
7815,27.0,[],Yes,Grade 8,6.0,[u'Sound'],48.214285714285715,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-13 12:40:00,56.0,10.0,sound,1085729.0,black-grasshopper-tg234
7816,29.0,[1085732],Yes,Grade 8,8.0,[u'Sound'],51.78571428571429,80.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 12:39:00,56.0,10.0,sound,1085729.0,black-grasshopper-tg234
7817,31.0,[],Yes,Grade 8,8.0,[u'Sound'],55.35714285714286,80.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 13:38:00,56.0,10.0,sound,1085729.0,black-grasshopper-tg234
7818,0.0,[],No,,0.0,[u'Sound'],0.0,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085730.0,black-hen-tg234
7819,0.0,[],No,,0.0,[u'Sound'],0.0,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-28 22:17:00,56.0,10.0,sound,1085730.0,black-hen-tg234
7820,20.0,[],Yes,,3.0,[u'Sound'],35.714285714285715,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085730.0,black-hen-tg234
7821,20.0,[],Yes,,3.0,[u'Sound'],35.714285714285715,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085730.0,black-hen-tg234
7822,30.0,[],Yes,,7.0,[u'Sound'],53.57142857142857,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085730.0,black-hen-tg234
7823,30.0,[],Yes,,7.0,[u'Sound'],53.57142857142857,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085730.0,black-hen-tg234
7824,32.0,[],Yes,Choose Class / Grade,9.0,[u'Sound'],57.14285714285714,90.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-01-30 11:36:00,56.0,10.0,sound,1085730.0,black-hen-tg234
7825,3.0,[],Yes,,0.0,[u'Sound'],5.357142857142857,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-20 21:13:00,56.0,10.0,sound,1085731.0,black-heron-tg234
7826,3.0,[],Yes,,0.0,[u'Sound'],5.357142857142857,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-20 21:13:00,56.0,10.0,sound,1085731.0,black-heron-tg234
7827,30.0,[],Yes,,7.0,[u'Sound'],53.57142857142857,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085731.0,black-heron-tg234
7828,30.0,[],Yes,,7.0,[u'Sound'],53.57142857142857,70.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085731.0,black-heron-tg234
7829,31.0,[],Yes,Choose Class / Grade,8.0,[u'Sound'],55.35714285714286,80.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 12:39:00,56.0,10.0,sound,1085731.0,black-heron-tg234
7830,2.0,[],Yes,,0.0,[u'Sound'],3.571428571428571,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-20 21:13:00,56.0,10.0,sound,1085732.0,black-hibiscus-tg234
7831,2.0,[],Yes,,0.0,[u'Sound'],3.571428571428571,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-08-20 21:13:00,56.0,10.0,sound,1085732.0,black-hibiscus-tg234
7832,11.0,[],Yes,,0.0,[u'Sound'],19.642857142857142,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-01-08 12:33:00,56.0,10.0,sound,1085732.0,black-hibiscus-tg234
7833,24.0,[],Yes,Grade 8,5.0,[u'Sound'],42.857142857142854,50.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-13 12:40:00,56.0,10.0,sound,1085732.0,black-hibiscus-tg234
7834,25.0,[],Yes,Grade 8,5.0,[u'Sound'],44.64285714285715,50.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-16 15:41:00,56.0,10.0,sound,1085732.0,black-hibiscus-tg234
7835,27.0,[],Yes,Grade 8,6.0,[u'Sound'],48.214285714285715,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 12:39:00,56.0,10.0,sound,1085732.0,black-hibiscus-tg234
7836,28.0,[],Yes,Grade 8,6.0,[u'Sound'],50.0,60.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 13:38:00,56.0,10.0,sound,1085732.0,black-hibiscus-tg234
7837,1.0,[],Yes,,1.0,[u'Sound'],1.7857142857142856,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085741.0,black-lotus-tg234
7838,1.0,[],Yes,,1.0,[u'Sound'],1.7857142857142856,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085741.0,black-lotus-tg234
7839,1.0,[],Yes,,1.0,[u'Sound'],1.7857142857142856,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085742.0,black-monkey-tg234
7840,1.0,[],Yes,,1.0,[u'Sound'],1.7857142857142856,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085742.0,black-monkey-tg234
7841,3.0,[],Yes,,1.0,[u'Sound'],5.357142857142857,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085743.0,black-mouse-tg234
7842,3.0,[],Yes,,1.0,[u'Sound'],5.357142857142857,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085743.0,black-mouse-tg234
7843,4.0,[],Yes,Choose Class / Grade,2.0,[u'Sound'],7.142857142857142,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-22 11:40:00,56.0,10.0,sound,1085743.0,black-mouse-tg234
7844,2.0,[],No,Choose Class / Grade,0.0,[u'Sound'],3.571428571428571,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085744.0,black-octopus-tg234
7845,2.0,[],No,Choose Class / Grade,0.0,[u'Sound'],3.571428571428571,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085744.0,black-octopus-tg234
7846,3.0,[],Yes,Choose Class / Grade,0.0,[u'Sound'],5.357142857142857,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-15 14:38:00,56.0,10.0,sound,1085744.0,black-octopus-tg234
7847,0.0,[],No,Grade 9,0.0,[u'Sound'],0.0,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-13 12:40:00,56.0,10.0,sound,1085745.0,black-ostrich-tg234
7848,4.0,[],No,,0.0,[u'Sound'],7.142857142857142,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-14 16:37:00,56.0,10.0,sound,1085747.0,black-panda-tg234
7849,8.0,[],Yes,,0.0,[u'Sound'],14.285714285714285,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-15 14:38:00,56.0,10.0,sound,1085747.0,black-panda-tg234
7850,4.0,[],No,Grade 9,0.0,[u'Sound'],7.142857142857142,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-15 14:38:00,56.0,10.0,sound,1085748.0,black-parrot-tg234
7851,2.0,[],Yes,,0.0,[u'Sound'],3.571428571428571,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085750.0,black-piegon-tg234
7852,2.0,[],Yes,,0.0,[u'Sound'],3.571428571428571,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085750.0,black-piegon-tg234
7853,5.0,[],Yes,,0.0,[u'Sound'],8.928571428571429,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-11-01 21:25:00,56.0,10.0,sound,1085750.0,black-piegon-tg234
7854,5.0,[],Yes,,0.0,[u'Sound'],8.928571428571429,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-11-01 21:25:00,56.0,10.0,sound,1085750.0,black-piegon-tg234
7855,0.0,[],No,Choose Class / Grade,0.0,[u'Sound'],0.0,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085753.0,black-rabbit-tg234
7856,0.0,[],No,Choose Class / Grade,0.0,[u'Sound'],0.0,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-12-20 16:33:00,56.0,10.0,sound,1085753.0,black-rabbit-tg234
7857,0.0,[],No,,0.0,[u'Sound'],0.0,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-11-01 21:25:00,56.0,10.0,sound,1085756.0,black-scorpion-tg234
7858,0.0,[],No,,0.0,[u'Sound'],0.0,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-11-01 21:25:00,56.0,10.0,sound,1085756.0,black-scorpion-tg234
7859,7.0,[],Yes,Choose Class / Grade,1.0,[u'Sound'],12.5,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 10:38:00,56.0,10.0,sound,1085757.0,black-seahorse-tg234
7860,10.0,[],Yes,Choose Class / Grade,1.0,[u'Sound'],17.857142857142858,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 14:42:00,56.0,10.0,sound,1085757.0,black-seahorse-tg234
7861,10.0,[],Yes,,2.0,[u'Sound'],17.857142857142858,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 10:38:00,56.0,10.0,sound,1085758.0,black-seal-tg234
7862,10.0,[],Yes,Grade 9,2.0,[u'Sound'],17.857142857142858,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 10:38:00,56.0,10.0,sound,1085759.0,black-shark-tg234
7863,11.0,[],Yes,Grade 9,3.0,[u'Sound'],19.642857142857142,30.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 13:38:00,56.0,10.0,sound,1085759.0,black-shark-tg234
7864,14.0,[],Yes,Grade 9,4.0,[u'Sound'],25.0,40.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 14:42:00,56.0,10.0,sound,1085759.0,black-shark-tg234
7865,4.0,[],Yes,Grade 9,1.0,[u'Sound'],7.142857142857142,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-26 14:40:00,56.0,10.0,sound,1085761.0,black-snail-tg234
7866,0.0,[],No,,0.0,[u'Sound'],0.0,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085762.0,black-sparrow-tg234
7867,0.0,[],No,,0.0,[u'Sound'],0.0,0.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2018-09-18 21:24:00,56.0,10.0,sound,1085762.0,black-sparrow-tg234
7868,3.0,[],Yes,Grade 9,1.0,[u'Sound'],5.357142857142857,10.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 10:38:00,56.0,10.0,sound,1085762.0,black-sparrow-tg234
7869,9.0,[],Yes,Grade 9,2.0,[u'Sound'],16.071428571428573,20.0,4202034.0,ZPHS KODURUPAKA,tg234,tg,2019-02-18 14:42:00,56.0,10.0,sound,1085762.0,black-sparrow-tg234
