school_server_code,tool_name,created_at,user_id,domain,time_hh,time_mm,time_ss,date_created,time_spent
1011001-ct1,Food_sharing_tool,2018-07-15 15:56:06,0,m,15,56,06,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 17:59:08,0,m,17,59,08,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:56:29,0,m,15,56,29,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:34:22,0,m,23,34,22,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:56:33,0,m,15,56,33,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:34:25,0,m,23,34,25,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:38:03,0,m,23,38,03,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:38:05,0,m,23,38,05,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:56:51,0,m,15,56,51,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:38:21,0,m,23,38,21,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:56:55,0,m,15,56,55,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:56:57,0,m,15,56,57,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:57:00,0,m,15,57,00,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:57:02,0,m,15,57,02,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:57:02,0,m,15,57,02,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:57:04,0,m,15,57,04,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:57:05,0,m,15,57,05,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:57:18,0,m,15,57,18,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:57:23,0,m,15,57,23,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:57:27,0,m,15,57,27,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:58:50,0,m,15,58,50,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:37:22,0,m,23,37,22,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:37:30,0,m,23,37,30,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:41:37,0,m,23,41,37,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:41:41,0,m,23,41,41,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:38:23,0,m,23,38,23,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:38:52,0,m,23,38,52,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:38:56,0,m,23,38,56,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:42:40,0,m,23,42,40,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:39:09,0,m,23,39,09,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:42:46,0,m,23,42,46,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:39:19,0,m,23,39,19,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:43:19,0,m,23,43,19,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 18:04:51,0,m,18,04,51,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:43:27,0,m,23,43,27,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:43:28,0,m,23,43,28,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:43:30,0,m,23,43,30,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:43:32,0,m,23,43,32,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:43:36,0,m,23,43,36,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:43:37,0,m,23,43,37,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:43:40,0,m,23,43,40,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 18:05:10,0,m,18,05,10,20180717,560.0
